"","TCGA-44-2668-11A-01R-1758-07","TCGA-50-5936-11A-01R-1628-07","TCGA-44-2661-11A-01R-1758-07","TCGA-44-3398-11B-01R-1758-07","TCGA-44-6776-11A-01R-1858-07","TCGA-91-6831-11A-02R-1858-07","TCGA-50-5932-11A-01R-1755-07","TCGA-55-6984-11A-01R-1949-07","TCGA-44-2657-11A-01R-1758-07","TCGA-38-4627-11A-01R-1758-07","TCGA-69-7980-01A-11R-2187-07","TCGA-55-1592-01A-01R-0946-07","TCGA-55-7727-01A-11R-2170-07","TCGA-55-6972-01A-11R-1949-07","TCGA-49-AARE-01A-11R-A41B-07","TCGA-86-7713-01A-11R-2066-07","TCGA-55-7913-01B-11R-2241-07","TCGA-44-A47G-01A-21R-A24H-07","TCGA-44-2662-01B-02R-A277-07","TCGA-44-5645-01A-01R-1628-07"
"AL358177.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL353689.3",0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,4,2,28,1
"AC011477.8",0,0,1,0,0,0,1,0,0,0,0,3,0,0,5,0,0,1,2,0
"AC110792.4",2,2,0,1,4,2,2,2,0,3,3,1,1,0,1,0,0,3,4,1
"AC009630.4",12,1,1,11,1,12,0,7,1,6,12,15,1,1,15,3,2,5,2,2
"AC012500.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0
"AC020612.4",0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0
"AC109635.6",0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0
"AC022966.2",3,1,2,3,7,2,1,6,2,0,13,8,12,12,37,13,7,7,3,5
"AC116350.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC092610.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC098582.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC013486.1",79,16,20,55,22,23,10,26,18,8,122,32,20,2,59,19,21,89,41,27
"AC097518.2",0,0,2,3,0,0,0,2,0,0,0,2,0,2,4,0,0,0,48,0
"AP001994.2",0,0,0,2,0,0,0,1,8,1,0,8,0,1,2,0,0,1,4,1
"AL163534.1",1,0,9,1,2,3,1,1,4,2,2,0,0,1,1,0,7,1,8,0
"AC234644.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC021269.3",0,2,1,0,0,0,0,1,1,1,1,10,1,5,4,4,1,0,3,2
"AC092268.1",3,0,0,1,0,0,0,2,1,1,1,4,0,2,30,2,8,1,1,2
"AL450345.2",1,1,1,1,4,0,1,1,1,0,1,42,17,12,1,59,290,104,3,3
"AL445526.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"AC109925.1",0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,0,1,0,20,0
"AC090617.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC006364.1",0,0,3,0,0,0,0,1,1,0,0,1,3,0,3,1,0,0,22,0
"AC023424.2",2,0,6,1,3,2,0,7,8,2,15,6,8,1,6,2,3,6,1307,4
"AP003973.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AL713998.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AL109933.5",1,2,0,3,5,1,3,4,0,1,0,0,3,1,0,1,1,2,12,0
"AL136305.1",0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,8,0
"AL731533.3",1,0,0,0,0,0,0,0,0,1,17,2,0,7,3,1,7,14,5,0
"AL121899.4",6,0,0,8,1,0,0,7,0,9,4,2,0,1,18,2,6,0,13,7
"AL109615.4",411,123,453,446,262,99,137,858,232,24,391,451,111,58,140,241,82,166,101,138
"AP006219.3",0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,11,0
"AL359546.1",7,2,8,5,0,2,3,3,4,13,8,1,0,0,15,3,1,1,9,2
"AC108168.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AL732437.3",0,0,1,0,1,0,0,1,2,1,10,18,1,11,16,178,21,2,10,2
"AC133040.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"AC002057.1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0
"AL078587.2",7,3,2,8,4,4,3,4,4,13,1,22,0,4,43,35,43,10,0,4
"AL035447.1",0,1,0,2,3,3,1,1,0,2,1,2,0,0,0,0,0,0,4,0
"AC108046.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"AC004938.2",18,9,19,23,7,3,6,26,5,10,35,36,9,11,82,189,62,12,2,5
"AL390755.3",6,2,2,9,7,1,0,10,5,5,6,2,0,10,7,4,15,4,2,4
"AC067930.9",19,17,17,25,8,3,13,24,21,8,74,75,42,9,74,57,31,33,66,14
"AC009533.4",0,0,0,2,0,0,1,2,0,0,2,0,1,0,0,1,3,0,6,1
"AL034348.1",0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,9,1
"AC139491.8",0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0
"AC073349.4",2,1,4,8,7,5,1,5,1,2,14,26,16,6,26,13,11,9,95,12
"AC016549.1",0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,1,2,0,216,1
"AC099796.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"AC018685.3",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,1
"AC004837.4",1,2,1,3,6,2,2,3,1,0,5,14,2,12,9,11,41,5,44,8
"AC231656.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z98886.1",0,0,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0
"AL158216.1",0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0
"AC092634.8",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC093426.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"AC090820.2",0,0,0,1,0,0,0,0,0,2,0,8,0,0,14,10,0,8,0,0
"AL360169.3",0,0,1,1,0,0,0,0,3,1,2,3,0,1,4,1,1,1,108,0
"AC073348.2",0,3,2,1,0,0,0,0,0,1,0,44,0,0,1,2,6,0,9,0
"AL022724.3",26,29,12,13,13,17,18,50,10,3,34,30,0,2,9,9,49,8,277,12
"AL356123.2",1,0,3,2,1,0,1,1,0,1,2,1,0,0,0,0,0,0,1,0
"AC097369.4",0,0,2,1,1,0,1,2,2,0,46,69,11,31,198,5,43,16,14,3
"AC066614.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC108105.1",4,0,6,1,5,2,7,3,3,4,4,1,0,0,2,0,1,8,2,0
"AL512427.2",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0
"AL157813.2",1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1
"AC122719.3",2,2,1,10,6,1,2,39,14,2,34,4,4,0,5,6,5,3,197,1
"BX323046.2",13,11,9,8,23,5,2,15,8,2,5,23,0,8,18,6,12,13,17,10
"AC100808.1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,11,16
"AC008403.3",1,0,2,0,1,0,0,5,1,1,17,25,6,0,31,0,13,8,2,8
"AC109131.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FP700111.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC022137.3",6,10,6,8,9,8,7,14,5,2,42,27,18,2,19,92,63,13,157,13
"AL589787.2",0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,17,0
"AC009403.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC007922.4",1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,10,1
"AP000474.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC069549.2",2,0,1,2,1,2,0,1,0,0,0,1,0,0,0,0,1,1,433,0
"AL158198.2",0,0,0,1,0,0,0,3,0,1,9,1,1,0,2,0,1,0,2,3
"AC012535.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL357522.1",3,4,0,8,8,4,2,5,3,1,1,7,0,4,0,10,7,1,22,1
"AC092902.6",3,4,5,19,10,2,2,21,4,2,20,27,4,11,5,1,0,6,2,9
"AC025576.3",0,0,2,0,0,0,2,2,0,0,4,0,0,0,1,0,1,0,42,0
"AL021308.1",7,8,6,9,5,4,2,16,1,5,6,16,2,10,5,3,4,13,50,6
"AC092053.4",17,8,31,36,39,17,16,39,21,21,38,50,7,54,28,10,5,16,8,14
"AC021851.2",0,1,0,0,0,0,0,0,0,2,4,11,5,0,1,5,0,2,15,0
"AC068787.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC037193.1",0,0,2,0,0,1,0,0,2,0,0,5,3,0,2,0,2,1,10,0
"AL590666.5",0,0,0,3,0,0,0,3,1,0,0,1,1,0,4,0,1,0,63,2
"AC022210.1",18,4,17,17,9,6,5,12,22,2,108,67,29,21,117,40,95,94,56,28
"AL021978.1",12,2,10,1,7,5,1,8,31,13,35,67,15,0,16,19,31,171,100,15
"AL359704.2",0,1,2,1,0,0,0,4,0,1,2,28,5,54,0,1611,19,0,1,0
"AC012511.2",0,0,0,2,0,0,0,0,0,0,11,5,2,1,1,2,0,2,4,2
"AC006059.5",3,2,1,5,5,1,4,7,1,2,3,1,0,0,3,2,1,2,29,7
"AC011370.1",0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,169,64,0,68,3
"AC005071.1",0,0,1,4,0,8,3,8,3,0,10,18,1,0,4,1,4,4,17,1
"AC112253.1",4,0,2,3,2,3,5,6,3,3,0,6,3,0,1,1,0,1,40,2
"AL161640.3",1,1,0,1,0,0,0,0,0,0,0,4,0,0,1,3,12,0,3,1
"AC114277.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
"AL139381.1",0,0,0,0,0,0,0,0,0,0,1,6,0,0,4,0,0,0,0,0
"AC005229.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"AP001437.2",0,1,1,6,1,1,1,2,0,4,4,4,0,1,2,5,1,0,10,1
"AC117500.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC007381.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"AC007483.1",0,1,1,0,5,0,0,8,0,0,0,1,2,0,0,0,0,0,0,0
"AC093599.2",52,28,18,41,32,16,31,88,35,23,25,60,18,49,40,32,48,18,12,18
"AC004825.3",1,0,1,3,1,2,2,1,1,3,3,5,5,0,3,4,4,4,507,3
"AC080112.4",18,12,6,12,0,5,5,8,3,4,5,4,1,2,1,5,4,7,12,5
"AC092939.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"AC021701.1",0,2,2,7,3,0,0,6,4,0,2,6,3,0,7,9,6,2,6,2
"AC093575.1",3,0,0,3,1,0,3,1,1,3,0,0,0,0,1,1,0,1,4,0
"AC093418.1",0,1,3,0,3,0,0,3,3,0,2,2,0,1,0,0,1,1,18,1
"AL390071.1",1,1,1,1,2,1,1,11,5,0,15,5,2,10,0,0,12,2,40,0
"AC007652.3",0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"AC000082.1",14,10,7,18,31,18,9,11,6,7,0,10,0,2,0,3,0,4,6,0
"AL355597.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP002982.2",1,2,1,1,0,3,1,3,0,3,3,5,2,0,4,1,4,1,4,0
"AC023283.1",1,0,1,3,0,2,0,6,1,1,2,6,2,1,17,6,1,0,2,0
"AL591069.1",15,10,10,9,4,2,9,17,7,1,15,6,21,13,0,2,7,14,273,21
"AC068228.3",2,1,0,3,0,0,0,0,1,3,0,6,0,0,2,5,5,0,3,1
"AC109642.1",4,19,10,11,18,1,8,19,10,39,5,7,0,1,2,2,0,1,2,3
"AC098680.2",0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
"AC079768.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"AL391844.1",1,3,0,2,0,0,0,4,0,2,0,3,0,0,0,0,1,1,0,0
"AC109824.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL122020.2",1,1,1,1,0,0,0,1,0,0,0,4,0,2,10,0,12,1,20,0
"AC005702.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"AC092428.1",11,10,14,18,9,8,6,12,18,8,11,11,7,18,32,12,34,17,114,6
"AP000821.2",0,2,3,41,1,1,8,2,1,1,0,1,1,0,1,2,0,2,0,3
"AC109517.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AL132990.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC104633.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0
"AC108479.1",5,2,4,14,3,0,5,12,8,2,27,55,19,16,84,3,97,18,14,14
"AC068418.3",0,0,2,3,0,1,2,4,0,2,2,2,0,0,1,0,5,0,16,0
"AC003086.1",3,15,10,13,4,3,7,13,11,9,10,22,9,17,3,22,99,12,12,7
"AC051635.1",7,4,18,23,1,13,3,17,2,35,1,7,280,0,1,269,59,88,11,78
"AL009179.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"AC078916.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"AC096642.2",1,3,1,3,3,0,0,2,2,4,5,14,0,1,0,16,8,2,24,3
"AC025839.1",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,0
"AL031778.1",23,16,35,40,12,7,14,32,14,3,67,37,21,1,16,43,27,10,44,20
"AL355347.1",1,2,1,2,0,0,1,12,6,0,2,0,11,1,0,3,5,0,27,0
"AC093330.3",2,0,2,3,4,1,0,3,5,0,7,2,1,0,1,10,6,4,183,0
"AC020651.2",6,3,4,7,0,1,2,1,0,8,13,6,3,1,0,11,13,5,4,0
"AL591519.1",0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,13,0
"AL392172.1",3,2,2,6,6,1,5,10,9,17,6,3,8,0,3,3,56,23,240,3
"AC000113.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"AC062029.1",8,13,15,20,11,5,7,14,15,17,94,202,21,79,101,118,85,24,25,14
"AC007387.2",1,1,0,0,0,0,0,1,0,0,8,2,2,0,3,2,5,1,5,1
"AC011317.1",1,0,1,4,2,1,3,1,2,0,4,11,0,0,12,3,5,7,15,3
"AC009704.3",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,6,1
"AL023775.2",0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,3,1,20,0
"AL031602.2",15,30,17,18,14,13,11,33,11,2,10,13,8,3,12,38,20,14,15,17
"AC053545.1",1,0,0,101,1,1,0,0,0,0,122,2,1,0,1,2,74,16,96,0
"AC091691.3",0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,20,0
"AC106741.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"AC008625.1",0,1,0,1,0,0,0,1,2,1,2,0,3,0,0,0,1,0,109,0
"AL357614.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Z99127.3",0,0,2,0,1,0,1,1,1,0,14,13,5,3,3,6,8,3,37,2
"AC005343.7",2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,29,0
"AC073270.1",0,0,0,0,0,0,0,1,0,0,4,1,2,5,1,1,0,0,3,0
"AL591378.1",0,0,0,1,0,1,0,2,1,3,0,0,0,0,0,0,0,0,1,0
"AC116337.4",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0
"AC002057.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"AC099565.1",0,0,0,2,0,0,0,0,0,0,0,2,0,8,0,0,7,0,5,0
"AC012405.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"AL139232.1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
"AC092924.2",0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,2
"AC115284.4",7,1,2,35,5,7,3,14,5,0,17,15,2,0,2,8,11,4,3,9
"AL137017.1",0,0,0,0,0,0,2,0,0,0,0,1,13,2,1,0,0,1,6,0
"AC008780.1",0,0,1,1,1,0,0,0,0,0,2,3,0,0,0,0,2,0,6,0
"AC067852.5",14,6,10,20,7,4,9,23,12,12,28,29,2,17,22,50,16,14,4,8
"AC005865.2",5,2,3,5,2,0,0,3,1,4,27,14,5,4,1,4,11,3,3,4
"AC006517.2",1,0,0,0,0,0,1,0,2,2,3,2,0,0,2,1,0,0,0,1
"AC025164.2",0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,12,0,0,21,0
"AC026120.3",0,0,1,1,0,0,1,1,1,0,4,3,0,0,4,2,1,1,20,1
"AC133637.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC009166.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"AP001531.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"AC023480.1",1,0,4,2,1,2,1,5,3,0,4,4,0,14,0,1,8,7,103,1
"AC061975.8",8,4,7,14,4,8,1,14,5,1,20,54,9,6,30,46,40,13,20,6
"AL356295.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AP005901.6",0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1
"AC096536.3",1,0,2,1,0,0,0,3,0,0,1,2,1,0,2,0,2,0,106,2
"AP003071.5",36,7,18,39,36,14,16,11,15,14,42,67,8,2,118,301,28,22,18,24
"AC005740.5",2,0,2,3,0,0,0,2,0,1,8,8,6,3,10,9,12,6,17,3
"AL139423.2",8,3,6,17,2,1,1,6,8,0,18,7,10,4,8,13,20,20,103,5
"AL049695.1",1,0,4,1,0,0,0,1,1,3,0,0,0,0,0,3,0,0,9,0
"AF241728.2",3,6,2,6,0,0,4,4,1,0,7,8,3,2,13,10,5,9,4,4
"AC097526.1",0,0,0,1,0,0,0,0,5,4,0,5,0,0,0,0,1,1,14,0
"AL035603.1",0,1,0,2,0,0,0,1,1,0,11,1,1,1,6,0,3,0,10,0
"AL731574.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AC083862.2",70,59,52,59,20,21,41,90,53,79,39,50,33,32,56,49,29,55,41,37
"AL136524.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"AL355075.6",11,6,5,12,6,8,1,13,9,1,8,22,9,11,23,33,60,12,111,5
"PTCSC1",12,20,3,34,8,15,31,7,7,0,23,6,3,0,2,9,1,30,1473,7
"AC132872.5",10,12,19,26,18,9,14,24,8,5,122,325,53,23,153,90,49,125,29,16
"AL359764.3",0,1,1,1,1,0,0,0,0,0,8,9,0,0,0,2,1,1,14,1
"AC009019.2",1,1,2,2,1,0,1,0,1,0,2,3,0,2,2,1,0,4,1,2
"AC115485.1",0,0,1,3,0,0,0,4,1,0,0,1,0,0,0,0,0,0,7,0
"AC009434.1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC068282.2",8,4,18,2,10,3,4,12,3,5,36,47,13,11,54,17,15,19,7,7
"AL031289.2",2,2,1,1,0,2,1,2,2,2,1,12,2,3,3,6,0,10,7,1
"AC005998.1",0,6,2,8,0,0,5,4,0,2,0,0,0,1,1,0,0,4,8,1
"AL359380.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AL139035.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0
"AF233439.2",0,0,1,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,1,0
"AC082650.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AC073091.2",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,11,0
"AL353572.4",5,4,7,16,3,6,1,5,5,16,35,92,22,113,296,1,105,3,2,6
"AC015818.10",1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0
"AL389889.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AC130307.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL109837.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"AC107918.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"AL031293.1",1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,12,0
"AC244636.3",5,9,7,9,5,5,4,17,6,11,18,54,2,9,9,3,9,7,1,7
"AC091027.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL353151.2",1,1,2,0,1,1,0,2,3,0,7,5,2,6,2,0,5,0,14,3
"AC099521.3",3,4,4,12,8,0,3,20,8,6,2,23,3,10,46,23,13,15,1,31
"AL162718.3",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,6,0
"AC108050.1",0,1,0,1,6,5,2,1,1,3,10,2,1,1,0,8,4,13,245,0
"AC068279.2",3,0,5,14,2,1,1,3,12,2,1,2,0,0,11,0,2,6,3,1
"AL136295.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC006130.3",8,9,20,17,10,6,6,36,11,5,7,30,16,0,15,10,2,14,5,10
"AC233976.2",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4,0
"BX469938.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
"AL353748.3",77,59,82,110,35,32,40,78,46,53,223,201,49,72,310,39,133,65,36,60
"AC107385.2",4,0,3,3,6,15,4,5,73,8,5,42,14,8,0,77,49,1,0,0
"AC007271.1",1,1,1,1,0,4,0,0,2,0,8,2,0,1,0,6,0,1,51,5
"AL137786.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"Z80897.2",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"AC025614.2",2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
"AC096747.1",0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0
"AL513487.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AL161851.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,12,0
"AC006230.1",12,10,19,51,22,0,8,77,29,9,265,607,208,49,249,192,444,283,957,67
"AL162742.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC104850.2",2,6,2,7,2,2,2,5,5,8,14,24,0,30,11,5,10,10,8,14
"AC018714.2",0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,2,1,1,8,0
"AL359632.1",0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,2,0,0
"AC020930.1",0,1,0,5,1,1,0,7,1,0,0,1,0,0,0,0,0,7,20,0
"AC112482.2",57,8,3,1,5,8,2,2,18,61,2,0,0,1,0,1,1,0,1,0
"AC103833.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC113615.2",0,1,1,2,0,0,0,0,1,1,3,3,2,17,2,0,0,4,11,10
"AC092275.1",10,2,19,7,3,4,1,2,9,17,23,23,0,11,36,31,41,5,23,1
"AC013701.2",0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0
"AL158136.1",0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,131,0
"AC025756.1",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0
"AC008273.1",0,0,1,2,1,0,0,1,1,2,2,1,3,0,10,3,4,1,0,0
"AC140118.2",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,1
"AC068535.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC119150.2",0,0,0,0,0,0,0,10,0,0,11,1,2,2,0,7,4,3,71,1
"AC026341.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0
"AC016925.3",1,0,0,1,0,0,0,0,0,0,3,0,0,0,2,5,1,1,3,1
"AC093577.1",0,0,1,3,0,0,1,1,1,0,6,4,1,0,6,2,1,5,1,5
"AC107918.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0
"AC005014.4",1,0,0,2,1,1,2,8,4,0,5,9,7,4,6,1,9,3,57,15
"ABBA01045074.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"AP000477.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AP003173.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"AC117569.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Z98745.2",28,25,26,31,37,14,20,45,35,24,69,12,2,1,0,0,79,7,4,1
"AC128687.3",2,0,0,2,2,1,3,8,0,0,8,3,4,1,2,1,2,5,4,2
"AL135784.1",0,0,0,2,0,0,0,0,0,0,78,5,0,9,0,9,45,0,18,0
"AL390242.1",0,1,0,0,1,0,0,1,0,0,1,2,0,0,2,0,0,1,29,0
"AL355999.1",3,3,12,18,8,5,8,23,10,4,38,28,27,35,146,62,53,19,17,17
"AC005632.6",3,4,4,12,6,2,6,7,9,1,10,26,6,3,34,17,13,9,247,6
"AL034380.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL391840.3",14,13,18,29,18,9,9,27,7,16,24,35,22,7,17,53,10,17,152,13
"AC105046.2",0,2,0,4,6,0,0,40,8,0,0,2,2,0,2,0,3,2,3,3
"AC016705.3",0,0,0,0,1,0,0,1,0,0,0,1,2,0,1,3,1,0,16,0
"AC011407.1",2,1,11,7,2,1,1,1,3,4,5,3,0,0,5,9,41,5,1,2
"AC005081.1",1,3,4,7,0,0,0,2,4,3,3,10,1,0,3,0,3,1,3,3
"AL133475.1",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0
"AL096701.4",5,8,15,16,7,4,5,14,14,8,16,93,15,12,41,30,27,17,16,13
"AL512283.3",0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,278,1
"AC055788.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL050338.2",5,2,3,8,2,1,1,5,3,7,1,4,0,0,0,1,0,0,16,2
"AP000944.6",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0
"AC098679.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,33,1
